EFRWT	CDT
yyQUOT	yyELPS
H	H
MGDL	yyELPS
NXF	JJT
FPIPWN	JJT
B	IN
BITW	yyELPS
yyCM	yyCM
AL	yyELPS
IWPTE	JJT
AM	HAM
IMCA	yyELPS
ECMW	PRP
MWKF	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

ANI	PRP
KWTB	VB
ZAT	PRP
B	IN
CER	NN
W	CC
B	IN
RGFI	yyELPS
AFM	yyELPS
yySCLN	yySCLN
PEM	RB
XFBTI	VB
AXRT	RB
yyLRB	yyLRB
EL	IN
H	H
ERBIM	NN
yyCM	yyCM
LA	MOD
EL	IN
H	H
NXFIM	NN
yyRRB	yyRRB
yyDOT	yyDOT

MSTBR	VB
F	COM
HIITI	AUX
TMIM	JJ
yyDOT	yyDOT

MAMR	NN
H	REL
MERKT	NNT
F	REL
HTPRSM	yyELPS
TXT	IN
H	HAM
KWTRT	WDT
yyQUOT	yyQUOT
IXDL	JJT
NA	yyELPS
MILWA	yyELPS
LHTLBJ	ZVL
yyQUOT	yyQUOT
yyLRB	yyLRB
yyQUOT	yyQUOT
H	H
ARC	NN
yyQUOT	yyQUOT
yyCM	yyCM
111	CD
yyRRB	yyRRB
yyCM	yyCM
TWBE	VB
LMCWT	VB
AT	AT
H	H
DIN	NN
EM	IN
H	H
MPKUL	NN
W	CC
QCINI	NNT
H	H
MFJRH	NN
H	H
BKIRIM	JJ
BGLL	IN
MXDLIHM	NN
B	IN
AIRWEI	NNT
HR	NNT
H	H
BIT	NN
yyDOT	yyDOT

ZHW	PRP
KIFLWNW	AUX
H	H
IXID	NN
ED	NN
KH	MOD
FL	POS
H	H
MPKUL	NN
yyCM	yyCM
F	REL
NGRM	VB
RQ	MOD
BGLL	IN
H	H
EWBDH	NN
F	REL
HWA	PRP
SMK	VB
IWTR	RBR
MDI	RB
EL	IN
QCINIW	NN
H	H
BKIRIM	JJ
yyDOT	yyDOT

AM	IN
KL	DT
NWFA	NN
MFRH	REL
IPWJR	VB
MID	RB
EM	IN
H	H
FGIAH	NN
H	H
RAFWNH	JJ
yyCM	yyCM
TSBWL	VB
H	H
MDINH	NN
M	IN
SBB	NNT
BLTI	MOD
PWSQ	CD
FL	POS
BELI	NNT
TPQIDIM	NN
BKIRIM	JJ
yyCM	yyCM
XSRI	JJT
NISIWN	NN
W	CC
XSRI	JJT
BIJXWN	NN
yyDOT	yyDOT

MTQBL	ZVL
H	H
RWFM	NN
F	COM
H	H
IXIDIM	NN
B	IN
H	H
MDINH	NN
H	H
ZW	JJ
F	REL
AINM	RB
CRIKIM	VB
LXFWF	RBR
M	IN
TWCAWT	NN
MEFIHM	JJ
HM	AGR
H	H
PWLIJIQAIM	NN
yyDOT	yyDOT

ALH	PRP
LA	RB
NWPLIM	yyELPS
K	MOD
TWCAH	yyELPS
M	IN
FGIAWT	yyELPS
AW	CC
M	IN
MXDLIM	NN
yyCM	yyCM
AW	CC
APILW	MOD
M	IN
HTNHGWT	NN
PSWLH	JJ
yyCM	yyCM
ALA	CC
RQ	MOD
BFL	IN
MFXQI	NNT
KWX	NN
PWLIJIIM	JJ
yyDOT	yyDOT

HMLCH	NN
L	IN
PIJWRI	NNT
FR	NN
AW	CC
NWFA	NN
MFRH	yySCLN
PWLIJIT	JJ
yyCM	yyCM
MCD	IN
BIT	NNT
H	H
MFPJ	NN
H	H
ELIWN	JJ
AW	CC
MCD	IN
WEDT	NNT
XQIRH	NN
NWPLT	VB
TMID	RB
EL	IN
AWZNIIM	yyELPS
ERLWT	JJT
yySCLN	yySCLN
ABL	yyELPS
KF	yyELPS
APFR	VB
LHJIL	yyELPS
AT	AT
H	ZVL
AFMH	yyELPS
EL	IN
QCIN	yyELPS
CBA	yyELPS
AW	CC
MFJRH	yyELPS
yyCM	yyCM
MWJL	yyELPS
GWRLM	JJT
FL	POS
ALH	yyELPS
EL	IN
KP	yyELPS
H	H
MAZNIIM	yyELPS
yyDOT	yyDOT

ANI	PRP
TMH	VB
EL	IN
yyQUOT	yyQUOT
H	H
ARC	NN
yyQUOT	yyQUOT
F	REL
HZDRZ	yyQUOT
LFXQ	VB
L	IN
IDIHM	NN
FL	POS
H	H
PWLIJIQAIM	NN
yyCM	yyCM
H	H
MEWNIINIM	yyELPS
LHIPJR	yyELPS
M	IN
H	H
MPKUL	NN
H	H
NWKXI	JJ
yyDOT	yyDOT

B	IN
EITWNIM	NN
RBIM	JJ
PWRSM	VB
MKTBH	yyELPS
FL	POS
MLI	JJT
PILIPSBWRN	JJT
yyCM	yyCM
IWUR	yyELPS
ARGWN	NNT
NPGEI	JJT
H	REL
MFKNTAWT	yyELPS
W	CC
XSRI	JJT
H	H
DIWR	NN
yyCM	yyCM
TXT	IN
H	H
KWTRT	NN
yyQUOT	yyQUOT
AL	IN
TIGEW	NN
B	IN
H	H
MFKNTA	NN
yyQUOT	yyQUOT
yyDOT	yyDOT

B	IN
RCWNI	NN
LHDGIF	VB
MFPJ	NN
AXD	CD
B	IN
DBRIH	NN
yyCLN	yyCLN
yyQUOT	yyQUOT
ANW	PRP
yyCM	yyELPS
NPGEI	JJT
H	REL
MFKNTAWT	yyELPS
yyCM	yyCM
NQLENW	VB
L	IN
MCBNW	NN
H	H
QFH	JJ
LA	MOD
BGLL	IN
RIBIT	NN
NMWKH	JJ
yyCM	yyCM
ALA	CC
BGLL	IN
H	H
AINPLCIH	NN
W	CC
H	H
HCMDH	NN
yyQUOT	yyQUOT
yyDOT	yyDOT

MLIM	NN
K	IN
DWRBNWT	NNP
yyCM	yyCM
H	REL
TWAMWT	VB
BMDWIQ	VB
AT	AT
MH	QW
F	REL
H	NNP
XTWM	VB
MJH	NN
JEN	VB
BMFK	IN
FNIM	NN
RBWT	JJ
yyDOT	yyDOT

ZW	PRP
LA	RB
H	H
RIBIT	NN
F	REL
SIBKH	VB
AT	AT
MQBLI	NNT
H	H
MFKNTAWT	NN
AW	CC
LQWXWT	NNT
H	H
BNQIM	NN
H	H
AXRIM	JJ
yyDOT	yyDOT

ITR	MOD
yyDASH	yyDASH
EL	IN
yyDASH	yyDASH
KN	PRP
yyCM	yyCM
H	H
RIBIT	NN
B	IN
IFRAL	NNP
BMIWXD	MOD
EL	IN
MFKNTAWT	yyELPS
HIA	AGR
M	ZVL
H	ZVL
NMWKWT	JJ
BIWTR	MOD
B	IN
H	H
EWLM	NN
yyCM	yyCM
AM	HAM
LA	MOD
H	HAM
NMWKH	yyELPS
F	REL
B	IN
HN	PRP
yyDOT	yyDOT

W	CC
BAFR	IN
L	IN
H	H
HCMDH	NN
W	CC
L	IN
H	H
AINPLCIH	NN
H	H
KTWBT	NN
AINH	RB
H	H
BNQIM	NN
yyDOT	yyDOT

B	IN
H	H
16	CD
B	IN
AWQJWBR	NNP
HGIE	VB
AL	IN
H	H
EIR	NN
DH	H
MWIN	JJ
yyCM	yyCM
B	IN
H	H
MERB	NN
H	H
TIKWN	JJ
FL	POS
ARCWT	NNT
H	H
BRIT	NN
yyCM	yyCM
H	H
NFIA	NN
GWRG	POS
BWF	NNP
yyDOT	yyDOT

KAN	RB
HWA	PRP
GM	MOD
NTQL	yyELPS
B	IN
H	HAM
HPGNH	yyELPS
H	ZVL
RAFWNH	JJ
NGD	IN
MLXMH	NN
B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
yyDOT	yyDOT

yyQUOT	yyQUOT
LA	RB
NFPWK	VB
DM	NN
LMEN	IN
NPJ	NN
yyQUOT	yyQUOT
yyCM	yyCM
QRAW	VB
LEBR	IN
HWA	PRP
KMH	DT
CEIRIM	NN
B	IN
ASIPT	H
BXIRWT	NN
LJWBT	IN
MWEMD	NN
RPWBLIQAI	JJ
yyDOT	yyDOT

yyQUOT	yyQUOT
LA	RB
NPJ	NN
yyQUOT	yyQUOT
yyCM	yyCM
KES	JJT
H	H
NFIA	NN
yyCM	yyCM
yyQUOT	yyQUOT
MDWBR	VB
PH	RB
B	IN
TWQPNWT	NN
GLWIH	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

AIWBH	NNP
HIA	AGR
MQWM	NN
LA	MOD
yyDASH	yyDASH
FGRTI	JJ
yyDOT	yyDOT

AWMRIM	VB
ELI	IN
HIA	PRP
yyCM	yyCM
F	REL
IF	VB
B	IN
HIA	PRP
IWTR	RBR
ARGWNIM	yyELPS
PCIPISJIIM	JJT
L	IN
QILWMJR	yyELPS
MRWBE	JJT
MAFR	IN
B	IN
KL	DT
MDINH	NN
AXRT	JJ
FL	POS
ARHUB	NNP
yyDOT	yyDOT

PCIPIZM	VB
AINW	RB
MWGBL	WDT
B	IN
AIWBH	RB
L	IN
SJWDNJIM	NN
RDIQLIIM	JJ
yyCM	yyCM
APFR	VB
LMCWA	VB
AWT	AT
HWA	PRP
GM	MOD
BIN	MOD
XQLAIM	RBR
W	CC
PWELI	NNT
XRWFT	NN
yyDOT	yyDOT

AIWBH	NN
HIA	AGR
M	IN
ASMI	NNT
H	H
DGNIM	NN
FL	POS
ARHUB	NNP
yyCM	yyCM
W	CC
L	IN
PRNSTH	NN
HIA	AGR
MIICAT	VB
AWT	AT
HM	PRP
L	IN
MDINWT	NN
K	IN
BRIT	NNT
H	H
MWECWT	NN
yyDOT	yyDOT

B	IN
0891	CD
NQLEH	VB
AIWBH	VB
yyCM	yyCM
IXD	MOD
EM	IN
MDINWT	NN
XQLAIWT	JJ
AXRWT	JJ
B	IN
H	H
MERB	NN
H	H
TIKWN	JJ
yyCM	yyCM
L	IN
SXRWR	NN
QFH	JJ
yyCLN	yyCLN
H	H
NFIA	yyELPS
GIMI	JJT
QRJR	yyELPS
HXLIJ	VB
LHJIL	yyELPS
XRM	yyELPS
DGNIM	JJT
EL	IN
H	HAM
SWBIIJIM	yyELPS
yyCM	yyCM
BGLL	yyELPS
PLIFTM	JJT
L	IN
APGNISJN	JJ
yyDOT	yyDOT

AIWBH	NNP
FILMH	VB
AT	AT
H	H
MXIR	NN
ED	IN
AMCE	NNT
FNWT	NNT
H	H
80	NN
yyDOT	yyDOT

KLKLTH	NNP
HITH	AUX
FQWEH	VB
B	IN
MITWN	NN
QFH	JJ
yyCM	yyCM
B	IN
FEH	NN
F	COM
RWB	DT
H	H
MDINWT	NN
H	H
AXRWT	JJ
B	IN
ARHUB	NNP
NHNW	yyCM
M	IN
FGFWG	NN
XSR	JJT
TQDIM	NN
yyDOT	yyDOT

LA	RB
RQ	RB
MNIEIM	ZVL
ALJRWAISJIIM	JJT
MEWRRIM	JJT
AIPWA	RB
B	ZVL
AIWBH	JJT
HTNGDWT	yyELPS
L	IN
MLXMWT	yyELPS
yyCM	yyCM
ALA	CC
GM	MOD
MNIEIM	NN
TWELTNIIM	JJ
yyDOT	yyDOT

KAN	RB
AIN	VB
AWHBIM	MOD
BIWTR	MOD
AT	AT
H	H
REIWN	NN
FL	POS
MLXMH	NN
B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
yyDOT	yyDOT

IWM	NNT
AXD	CD
B	IN
H	H
FBWE	NN
F	REL
EBR	VB
MRX	NNT
H	H
EITWN	NN
H	H
MQWMI	JJ
yyQUOT	yyQUOT
DH	yyELPS
MWIN	JJT
RGISJR	ZVL
yyQUOT	yyQUOT
KWTRT	yyELPS
ENQIT	JJT
LRWXB	JJT
MLWA	yyELPS
H	H
EMWD	yyELPS
H	H
RAFWN	yyELPS
FL	POS
MWSPW	JJT
H	ZVL
IWMI	JJ
yyDOT	yyDOT

yyQUOT	yyQUOT
yyCM	yyCM
AMRH	VB
H	H
KWTRT	NN
B	IN
ANGLIT	NN
yyCM	yyCM
yyQUOT	yyQUOT
FLWM	NNP
EKFIW	RB
yyQUOT	yyQUOT
yyDOT	yyDOT

LCD	IN
H	H
AWTIWT	yyELPS
H	H
ADWMWT	yyELPS
HCIB	VB
H	H
EITWN	NN
AT	AT
SML	NNT
TNWET	NNT
H	H
HTNGDWT	NN
L	IN
MLXMT	NNT
WIIJNAM	NNP
yyDOT	yyDOT

B	IN
IWM	NNT
AXR	IN
PIRSM	yyELPS
H	H
EITWN	yyELPS
B	IN
EMWD	yyELPS
MAMRI	JJT
H	REL
MERKT	yyELPS
FL	POS
HWA	AGR
QRIQJWRH	ZVL
MQPIAT	JJT
DM	NN
yyDOT	yyDOT

NRAH	VB
B	IN
HIA	PRP
MLAK	VB
H	H
MWWT	NN
XBWF	NNP
KAPIIH	NNP
yyCM	yyCM
W	CC
M	IN
PIW	NN
BWQEWT	POS
H	H
MLIM	NN
yyCLN	yyCLN
yyQUOT	yyQUOT
QRA	yyELPS
AT	AT
FPTII	JJT
yyCM	yyCM
GWRG	yyELPS
LA	MOD
THIH	AUX
EWD	yyELPS
WIIJNAM	NNP
yyQUOT	yyQUOT
yyDOT	yyDOT

yyQUOT	yyQUOT
GWRG	NNP
yyQUOT	yyQUOT
HWA	AGR
KMWBN	RB
GWRG	yyELPS
BWF	NNP
yyDOT	yyDOT

yyQUOT	yyQUOT
QRA	yyELPS
AT	AT
FPTII	JJT
yyELPS	yyELPS
yyQUOT	yyQUOT
HIA	yyELPS
PARAPRAZH	JJT
EL	IN
SISMT	yyELPS
H	H
BXIRWT	yyELPS
H	H
KWZBT	JJT
FL	POS
H	REL
NFIA	yyELPS
M	IN
8891	yyELPS
yyCM	yyCM
yyQUOT	yyELPS
QRAW	yyELPS
AT	AT
FPTII	JJT
LA	MOD
IHIW	AUX
MSIM	yyELPS
XDFIM	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

BMHLK	IN
NFP	COM
HTRMH	VB
L	IN
JWM	NN
HARQIN	JJ
yyCM	yyCM
H	H
SNAJWR	NN
H	H
DMWQRJI	JJ
F	REL
HEMID	VB
AT	AT
ECMW	PRP
HFBWE	RB
L	IN
BXIRH	NN
XWZRT	yyRRB
yyCM	yyCM
HSBIR	VB
L	IN
ANI	PRP
B	IN
ARIKWT	JJT
AXD	CDT
H	ZVL
NWKXIM	yyELPS
KICD	QW
IKWLH	yyELPS
ARHUB	NNP
LIIFB	yyELPS
AT	AT
SKSWK	NNT
H	H
MPRC	NN
H	H
PRSI	JJ
yyCM	yyCM
yyQUOT	yyQUOT
AM	IN
RQ	RB
TBIA	VB
AT	AT
H	H
ENIIN	NN
LPNI	IN
BIT	NNT
H	H
MFPJ	NN
H	H
BIN	MOD
yyDASH	yyDASH
LAWMI	JJ
yyQUOT	yyQUOT
B	IN
HAG	NNP
yyDOT	yyDOT

HTBWNNTI	VB
B	IN
BN	NNT
FIXI	yyELPS
B	IN
HPTEH	yyELPS
NIKRT	JJ
yyDOT	yyDOT

JIEWNIM	VB
K	IN
H	H
ALH	PRP
yyCM	yyCM
F	REL
PEM	RB
HIW	AUX
MQWBLIM	JJ
BIN	MOD
LIBRLIM	RBR
B	IN
ARHUB	NNP
yyCM	yyCM
LA	RB
FMETI	VB
KBR	RB
HRBH	DT
ZMN	NN
yyDOT	yyDOT

B	IN
MEMQI	ZVL
H	H
MERB	NN
H	H
TIKWN	JJ
FL	POS
ARHUB	NNP
QL	RB
LHAMIN	VB
F	COM
H	H
EWLM	NN
NBRA	VB
B	IN
CLM	NNT
AMRIQH	NNP
yyCM	yyCM
F	COM
HWA	PRP
MLA	JJT
ANFIM	NN
HGIWNIIM	JJ
W	CC
PRGMJIIM	JJ
yyCM	yyCM
W	CC
F	COM
H	H
AWTWRIJH	NN
H	H
MWSRIT	JJ
FL	POS
MWSD	NN
F	NNP
AIF	NNP
yyCM	yyCM
KWLL	VB
ARHUB	NNP
yyCM	yyCM
MEWLM	RB
LA	RB
LQX	yyELPS
B	IN
RCINWT	yyELPS
TEFH	yyELPS
RWFM	NN
MIIDI	JJ
EL	IN
SDAM	NNP
XWSIIN	NNP
yyDOT	yyDOT

H	H
MFBR	NN
B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
LA	RB
HIH	AUX
NWFA	VB
BXIRWT	NN
MRKZI	JJ
B	IN
AIWBH	NNP
yyDOT	yyDOT

JWM	NNT
HARQIN	NNT
H	H
LIBRLI	NN
yyCM	yyCM
W	CC
IRIBW	NN
H	H
RPWBLIQAI	JJ
H	H
FMRN	JJ
JWM	NNP
JQI	NNP
yyCM	yyCM
AMNM	RB
LA	RB
IKLW	VB
LHSKIM	VB
EL	IN
FWM	DT
ENIIN	NN
yyCM	yyCM
ABL	CC
NJW	MOD
LHSKIM	VB
EL	IN
H	H
MPRC	NN
H	H
PRSI	JJ
yyDOT	yyDOT

FNIHM	PRP
TWMKIM	VB
B	IN
H	H
NFIA	NN
yyCM	yyCM
W	CC
FNIHM	PRP
MAMINIM	VB
B	IN
H	H
CWRK	NN
B	IN
ZHIRWT	NNP
yyDOT	yyDOT

B	IN
IMI	NNT
H	H
MLXMH	NN
H	REL
QRH	VB
HIH	AUX
JWQI	ZVL
ANJI	yyELPS
yyDASH	yyDASH
QWMWNISJ	JJT
NLHB	JJT
yyCM	yyCM
W	yyELPS
HARQIN	JJT
HIH	AUX
IWNH	yyELPS
NLHBT	JJT
yyDOT	yyDOT

JWQI	VB
TMK	COM
B	IN
KL	DT
SEIP	NNT
HWCAWT	NN
CBAIWT	JJ
APFRI	JJ
yyCM	yyCM
W	CC
XIIB	VB
AT	AT
H	H
MABQ	NN
L	IN
HPLT	yyELPS
MMFLT	NNT
NIQRGWAH	JJT
yySCLN	yySCLN
HARQIN	JJT
RCH	VB
QICWCIM	ZVL
NIKRIM	yyELPS
B	IN
TQCIB	NNT
H	H
BIJXWN	NN
yyCM	yyCM
W	CC
EMD	VB
B	IN
RAF	NNT
H	H
MABQ	NN
B	IN
H	H
SNAJ	NN
NGD	IN
H	H
SIWE	NN
L	IN
H	H
QWNJRAS	NNP
yyDOT	yyDOT

B	IN
H	H
MPRC	NN
H	H
PRSI	JJ
FNIHM	PRP
NCIM	VB
IWNIIM	VB
yyCM	yyCM
AW	CC
IWNIM	RB
NCIWT	VB
yyCM	yyCM
B	IN
MIDH	NN
KMEJ	MOD
FWWH	JJ
yyDOT	yyDOT

BHEDR	yyELPS
QWMWNIZM	yyELPS
IF	VB
PRGMJIZM	ZVL
W	ZVL
AL	yyELPS
PNI	NNT
H	REL
FJX	yyELPS
XWZRT	yyELPS
GM	MOD
MIDH	yyELPS
HGWNH	yyELPS
FL	POS
BDLNWT	JJT
AINSJINQJIWWIT	JJT
yyCM	yyCM
APIWN	NN
HISJWRI	JJ
FL	POS
MDINWT	NNT
H	H
MERB	NN
H	H
TIKWN	JJ
H	H
AMRIQAI	JJ
yyDOT	yyDOT

BMHLK	IN
MERKT	NNT
H	H
BXIRWT	NN
HQRIN	AGR
MJHW	NN
FL	POS
JWQI	CD
TFDIR	CD
JLWWIZIH	NN
yyCM	yyCM
F	REL
AXD	CD
M	IN
SEIPIW	NNP
HIH	AUX
HTNGDWT	NN
L	IN
SIWE	NNT
XWC	NN
yyDOT	yyDOT

B	IN
EINI	NNT
H	H
FDWLH	NN
H	H
PRW	MOD
yyDASH	yyDASH
IFRALIT	JJ
B	IN
WWAFINGJWN	NNP
yyCM	yyCM
HTNGDWT	NN
L	IN
SIWE	NNT
XWC	NN
MEMIDH	yyELPS
AT	AT
H	ZVL
MTNGD	yyELPS
MXWC	yyELPS
L	IN
H	HAM
MXNH	yyELPS
GM	MOD
AM	HAM
AINH	yyELPS
MWSBT	JJT
SPCIPIT	yyELPS
EL	IN
IFRAL	NNP
yyDOT	yyDOT

PEILIM	NN
PRW	MOD
yyDASH	yyDASH
IFRALIIM	JJ
EWDDW	VB
MAZ	RB
W	CC
MEWLM	RB
IHWDIM	NN
LTRWM	JJT
KSPIM	NN
L	IN
MWEMDIM	NN
yyCM	yyCM
H	H
NABQIM	yyELPS
NGD	IN
MTNGDI	yyELPS
SIWE	NNT
H	H
XWC	NN
yyDOT	yyDOT

MMILA	RB
yyCM	yyCM
JWM	NNP
HARQIN	NNP
yyCM	yyCM
TWMK	VB
EQIB	VB
B	IN
SIWE	NNT
H	H
XWC	NN
yyCM	yyCM
HIH	VB
AXD	CDT
H	ZVL
MQBLIM	yyELPS
H	H
GDWLIM	yyELPS
BIWTR	RB
FL	POS
TRWMWT	yyELPS
IHWDIWT	JJ
B	IN
FF	CDT
H	H
FNIM	NN
H	H
AXRWNWT	JJ
yyDOT	yyDOT

LPI	IN
MQWR	NN
IHWDI	JJ
B	IN
AIWBH	NNP
yyCM	yyCM
HARQIN	NNP
QIBL	VB
002	CD
ALP	CD
DWLR	NN
M	IN
WWEDI	NNT
PEWLH	NN
PWLIJIIM	JJ
PRW	MOD
yyDASH	yyDASH
IFRALIIM	JJ
B	IN
KL	DT
RXBI	NNT
ARHUB	NNP
yyDOT	yyDOT

JWQI	NNP
QIBL	VB
RQ	MOD
52	CD
ALP	CD
yyDOT	yyDOT

B	IN
48	VB
TIAR	yyELPS
MNKUL	NNT
AIIPAUQ	JJT
JWM	JJT
DAIIN	JJT
AT	AT
HARQIN	JJT
K	yyELPS
AXD	CDT
M	ZVL
FFH	CDT
AW	CC
FBEH	yyELPS
SNAJWRIM	yyELPS
yyCM	yyCM
F	yyELPS
NBXRW	yyELPS
BZKWT	IN
yyQUOT	yyQUOT
KSP	NN
IHWDI	JJ
yyQUOT	yyQUOT
yyDOT	yyDOT

ZW	PRP
HITH	AUX
HTRBRBWT	JJ
LA	MOD
yyDASH	yyDASH
DISQRJIT	JJ
yyCM	yyCM
W	CC
AIN	VB
SPQ	NN
F	REL
IIMNE	VB
MMN	IN
HIA	PRP
HFNH	RB
yyDOT	yyDOT

AP	IN
yyDASH	yyDASH
EL	IN
yyDASH	yyDASH
PI	NNT
yyDASH	yyDASH
KN	PRP
yyCM	yyCM
FTDLNIM	VB
PRW	MOD
yyDASH	yyDASH
IFRALIIM	JJ
B	IN
WWAFINGJWN	NNP
XKKW	VB
HFBWE	RB
AT	AT
IDIHM	NN
B	IN
FBIEWT	NNT
RCWN	NN
L	IN
MFME	NNT
H	H
IDIEH	NN
yyCM	yyCM
F	REL
HARQIN	VB
GBR	VB
EL	IN
JWQI	NN
B	IN
HPRF	NN
MFKNE	JJ
FL	POS
10	CD
O	NN
yyDOT	yyDOT

HWA	PRP
H	H
SNAJWR	NN
H	H
DMWQRJI	JJ
H	H
RAFWN	JJ
B	IN
TWLDWT	NNT
AIWBH	NN
H	REL
NBXR	VB
L	IN
TQWPT	NNT
KHWNH	NN
FNIIH	JJ
yyDOT	yyDOT

HWA	PRP
GM	RB
IWDE	VB
yyCM	yyCM
F	COM
BLI	IN
TRWMWT	yyELPS
MXWC	yyELPS
L	IN
GBWLWT	yyELPS
MDINTW	yyELPS
H	H
QJNH	yyELPS
yyCM	yyCM
ITQFH	yyELPS
LASWP	yyELPS
DI	DT
KSP	yyELPS
L	IN
NIHWL	yyELPS
MERKT	NNT
H	REL
BXIRWT	yyELPS
H	H
JLWWIZIWNIT	yyELPS
H	H
IQRH	yyELPS
yyCM	yyCM
F	yyELPS
BLEDI	yyELPS
HIA	AGR
AIN	RB
PWLIJIQAIM	NN
AMRIQAIIM	JJ
MSWGLIM	VB
LNCX	VB
yyDOT	yyDOT

XZQH	JJ
EL	IN
HARQIN	NNP
yyCM	yyCM
F	REL
ICBIE	VB
GM	MOD
B	IN
H	H
ETID	NN
BED	IN
XWQ	NNT
SIWE	NNT
H	H
XWC	NN
yyDOT	yyDOT

MZKIRWT	yyELPS
AIGWD	NNT
H	REL
PWELIM	yyELPS
H	H
XQLAIIM	yyELPS
HCIEH	JJT
ATMWL	RB
F	REL
H	H
MMFLH	NN
TFLM	VB
MENQ	NN
XWDFI	JJ
FL	POS
500	CD
FUX	NN
yyCM	yyCM
NWSP	JJ
L	IN
H	H
FKR	NN
H	H
RGIL	JJ
yyCM	yyCM
L	IN
KL	DT
IFRALI	NN
F	REL
IEBWD	VB
B	IN
QJIP	NNT
H	H
HDRIM	NN
BMFK	IN
FLWFH	CD
XWDFIM	NN
LPXWT	MOD
yyDOT	yyDOT

MZKIR	NNT
AIGWD	NNT
H	H
PWELIM	NN
H	H
XQLAIIM	JJ
yyCM	yyCM
XIIM	NN
ABIBI	JJ
yyCM	yyCM
MSR	VB
F	COM
H	H
HCEH	NN
HWELTH	VB
LNWKX	IN
H	H
MXSWR	NN
B	IN
EWBDI	NNT
QJIP	NNT
H	H
MWRGF	NN
KBR	RB
KET	RB
W	CC
IWXRP	VB
B	IN
H	H
XWDF	NN
H	H
BA	JJ
yyCM	yyCM
KF	IN
H	H
QJIP	NN
IHIH	VB
B	IN
EICWMW	PRP
yyCM	yyCM
BEIQR	MOD
EQB	IN
HIEDRWT	NN
EWBDIM	VB
M	IN
H	H
FJXIM	NN
yyDOT	yyDOT

H	H
MESIQIM	NN
AINM	RB
MCPIM	VB
F	REL
ICLIXW	JJT
LMFWK	yyELPS
MSPR	DT
NIKR	yyELPS
FL	POS
EWBDIM	VB
IFRALIIM	JJ
L	IN
H	H
QJIP	NN
yyCM	yyCM
BGLL	IN
H	H
FKR	NN
H	H
NMWK	JJ
H	H
MFWLM	JJ
L	IN
EBWDH	NN
ZW	JJ
MEJ	MOD
MEL	IN
FKR	NNT
H	H
MINIMWM	NN
B	IN
H	H
MFQ	NN
yyDOT	yyDOT

B	IN
H	H
FBWE	NN
H	H
BA	JJ
IDWN	VB
MNKUL	NNT
HTAXDWT	NNT
H	H
AIKRIM	NN
yyCM	yyCM
FLMH	NNP
RIIZMN	NNP
yyCM	yyCM
EM	IN
MNKUL	NNT
FIRWT	NNT
H	H
TESWQH	NN
yyCM	yyCM
DWD	NNP
MNE	NNP
yyCM	yyCM
B	IN
DRIFT	NNT
H	H
HTAXDWT	NN
LFKNE	VB
EWLIM	NN
XDFIM	JJ
H	REL
LWMDIM	VB
B	IN
AWLPNIM	NN
LEBWD	VB
B	IN
H	H
QJIP	NN
yyDOT	yyDOT

RIIZMN	NNP
MCIE	VB
F	COM
H	H
MMFLH	NN
TSBSD	VB
MXCIT	NN
M	IN
ELWT	NN
HESQTM	JJ
FL	POS
H	H
EWLIM	NN
B	IN
H	H
QJIP	NN
yyDOT	yyDOT

MZKIRWT	yyELPS
AIGWD	NNT
H	REL
PWELIM	yyELPS
H	H
XQLAIIM	yyELPS
AIFRH	yyELPS
ATMWL	RB
NQIJT	ZVL
EICWMIM	yyELPS
AM	HAM
ED	IN
SWP	NNT
H	H
FBWE	NN
H	H
BA	JJ
LA	RB
IWFG	VB
HSKM	NNT
FKR	NN
L	IN
H	H
FNTIIM	NN
H	H
BAWT	JJ
yyCM	yyCM
B	IN
MSGRTW	NN
IWELH	POS
FKR	NNT
H	H
EWBDIM	NN
B	IN
20	CD
O	NN
yyDOT	yyDOT

HSKM	NNT
H	H
FKR	NN
PG	VB
B	IN
APRIL	NNP
yyDOT	yyDOT

IWUR	NNT
RFWT	NNT
FDWT	NNT
H	H
TEWPH	NN
yyCM	yyCM
ARIH	NNP
GRWSBWRD	NNP
yyCM	yyCM
NHRG	VB
B	IN
IWM	NN
FNI	JJ
B	IN
TAWNT	NNT
DRKIM	NN
B	IN
ARCWT	NNT
yyDASH	yyDASH
H	H
BRIT	NN
yyDOT	yyDOT

GRWSBWRD	NNP
NHG	VB
LBDW	COM
B	IN
H	H
MKWNIT	NN
yyCM	yyCM
B	IN
DRKW	NN
M	IN
H	H
EIR	NN
MINIAPWLIS	NNP
B	IN
AINDIANH	NNP
L	IN
NML	NNT
H	H
TEWPH	NN
FL	POS
HIA	PRP
yyDOT	yyDOT

MFAIT	ZVL
PGEH	VB
B	IN
MKWNITW	NN
yyCM	yyCM
W	CC
HWA	PRP
NHRG	VB
B	IN
H	H
MQWM	NN
yyDOT	yyDOT

ARIH	NNP
GRWSBWRD	NNP
